Number	Poem	Page	ID	Position	Character	Pinyin	MC	OC	FQ	GY	Tone	Division	?	Final	Rhyme	Metrum I	Metrum II	Metrum III	Text	German	
7	XIǍOCHÉN ?ZI GUǏ 小臣{言+速}簋 	162-163	4e	30	阝+关										?	IV	xxx	?	述東{阝+关}（隥X），	den ? östlichen Hügeln folgte	
7	XIǍOCHÉN ?ZI GUǏ 小臣{言+速}簋 	162-163	5a	34	眉	méi	*mij	*mrəj	武悲	明脂	p	III	k	脂	A	V	xxxx	A	伐海眉（湄A）。	und die Küstenmarschen (der Yí) attackierte.	
7	XIǍOCHÉN ?ZI GUǏ 小臣{言+速}簋 	162-163	5a	34	湄	méi	*mij	*mrəj	武悲	明脂	p	III	k	脂	A						
7	XIǍOCHÉN ?ZI GUǏ 小臣{言+速}簋 	162-163	5d	37	歸	guī	*kjwij	*kʷəj	舉韋	見微	p	III	h	微	a	VI	xxx	a	𩁹（粵）氒（厥）復歸a，才（在）牧𠂤a。	Daraufhin kehrte er wieder um und bezog bei der Garnison von Mù(yě) Stellung	
7	XIǍOCHÉN ?ZI GUǏ 小臣{言+速}簋 	162-163	7b	51	貝	bèi	*pajH	*pāts	博蓋	幫泰	q	I	k	廢	B	VII	xxxxxxxxxxxxx	B	白（伯）懋父{卩>廾}（承）王 令（命）易（賜）𠂤（師）{辶+率}（率）征自五齵貝B 。	Der (Älteste →) Fürst, Vater Mào, erhielt den Befehl des Königs, der Garnison die auf der Strafexpedition in Wǔyú erbeuteten Kauris vollständig zu schenken.	
7	XIǍOCHÉN ?ZI GUǏ 小臣{言+速}簋 	162-163	7g	56	厤>甘	lì	*lek	*C-rēk	郎擊	來錫	r	IV	k	錫	X	VIII	xxxxx	X	小臣{言+速}{艹>皿>伐}{厂>秝>甘}X ，	[Mir,] dem kleinen Dienstmann ?Zi wurde für das, was ich durchlaufen habe,	
7	XIǍOCHÉN ?ZI GUǏ 小臣{言+速}簋 	162-163	8b	59	貝	bèi	*pajH	*pāts	博蓋	幫泰	q	I	k	廢	B	IX	xxx	B	眔易（賜）貝 B，	Anerkennung zuteil und ich wurde mit Kauris beschenkt,	
7	XIǍOCHÉN ?ZI GUǏ 小臣{言+速}簋 	162-163	8g	64	彝	yí	*yij	*ləj	以脂	以脂	p	III	k	脂	A	X	xxxxx	A	用乍（作）寶{阝+尊}（尊）彝A 。	"die ich verwende, um ein wertvolles, ehrwürdiges Bronzegefäß fertigen zu lassen."""	
8	GĀO YǑUGÀI 高卣 蓋	164		(1-50)															[…]尹其亙（恆）萬年，受 氒（厥）永 魯，	[...] Möge Yǐn Myriaden von Jahren (konstant sein →) bestehen bleiben, 	
8	GĀO YǑUGÀI 高卣 蓋	164	6g	51	競	jìng	*gjaengH	*graŋs	渠敬	群映	q	III	k	陽 	A	I	xx	A	亡（無）競A，	(seine →) den ihm zustehenden ewigen Segen erhalten, ohne Streitigkeiten,	
8	GĀO YǑUGÀI 高卣 蓋	164	7c	55	長	cháng	*drjang	*ɦtraŋ	直良	澄陽	p	III	k	陽 	A	II	xxxx	A	才（在）服{已>其}（綦）長A！	und in seinem Dienst sehr lange verweilen!	
8	GĀO YǑUGÀI 高卣 蓋	164	7k	63	用	yòng	*yowngH	*loŋs	余頌	以用	q	III	h	東	a	III  	xxxxxxxx	a	𢓪其子=孫=寶用a！”	"Mögen Yís Kindeskinder und Enkelsenkel [es, das Bronzegefäß] wertschätzen und verwenden!"""	
9	XIĀNSHÒU DǏNG 先獸鼎	164-5		(1-8)															{?}（先）{單+犬}（獸）乍（作）{舟+关}（朕）考寶{阝+尊}（尊）鼎。	[Ich,] Xiān Shòu ließ für meinen Vater selig einen wertvollen, ehrwürdigen dǐng-Dreifuß fertigen. 	
9	XIĀNSHÒU DǏNG 先獸鼎	164-5	3d	14	寶	bǎo	*paw'	*pūʔ	博抱	幫晧	s	I	k	幽	A	I	xxxxxx	A	{單+犬}（獸）其邁（萬）年永寶A，	Möge Shòu ihn Myriaden von Jahren ewiglich wertschätzen,	
9	XIĀNSHÒU DǏNG 先獸鼎	164-5	4f	22	友	yǒu	*hjuwX	*wəʔ	云久	云有	s	III	k	之	A	II	xxxxxxxx	A	用朝夕卿（饗）氒（厥）多倗（朋）友A！	ihn verwenden, um von morgens bis abends die Scharen seiner männlichen Nahund Fernverwandten zu bewirten!”	
10	XIÀN DǏNG {宀>丰>罒}鼎	165		(1-15)															隹（唯）九月，既生霸（魄），辛酉，才（在）匽（燕）。侯易（賜）{害-口>皿}貝、金。	"""Es war im neunten Monat, (Mondphase) jìshēngpò (‘nach dem An-wachsen der Leuchtkraft’), (Zyklustag) xīn-yǒu, in Yān. Der Markgraf (von Yǎn) beschenkte [mich,] Xiàn mit Kauris und Bronze."	
10	XIÀN DǏNG {宀>丰>罒}鼎	165	3c	18	休	xiū	*xjuw	*x( r )u	許尤	曉尤	p	III	k	幽	A	I	xxx	A	揚侯休A，	Ich preise den Gnadenerweis des Markgrafen und verwende sie [die Gaben],	
10	XIÀN DǏNG {宀>丰>罒}鼎	165	4f	27	彝	yí	*yij	*ləj	以脂	以脂	p	III	k	脂	X	II	xxxxxxxxx	X	用乍（作）{{臼0召}>酉>皿}（召）白（伯）父辛寶{阝+尊}（尊）彝 X。	um für Vater Xīn, den (Ältesten →) Fürst von Shào, ein wertvolles, ehrenwertes Bronzegefäß fertigen zu lassen.	
10	XIÀN DǏNG {宀>丰>罒}鼎	165	6a	35	寶	bǎo	*pawX	*pūʔ	博抱	幫晧	s	I	k	幽	A	III	xxxxxxxx	A	{害-口>皿}萬年子孫寶 A，	Mögen die Kindeskinder und Enkelsenkel des Xiàn es wertschätzen und verwenden,	
10	XIÀN DǏNG {宀>丰>罒}鼎	165	6e	39	保	bǎo	*pawX	*pūʔ	博抱	幫晧	s	I	k	幽	A	IV	xxxx	A	光用（用光）大{人+{王>呆}}（保 A）！	um den tàibǎo (Großprotektor) zu glorifizieren!“	
11	X GUǏ {夗>口}簋	166		(1-34)																	
11	X GUǏ {夗>口}簋	166	5f	39	休	xiū	*xjuw	*x( r )u	許尤	曉尤	p	III	k	幽	A	I	xxxxx	A	[...]{夃>口}敢對揚王休A，	"""[...]? wagt es, in Erwiderung den Gnadenerweis des Königs zu preisen und sie (die erhaltenen Geschenke) zu verwenden,"	
11	X GUǏ {夗>口}簋	166	6b	43	𣪘											II	xxxx	A	用乍（作）寶𣪘（簋 A）。	um eine wertvolle guǐ-Terrine fertigen zu lassen.	
11	X GUǏ {夗>口}簋	166	6b	43	簋	guǐ	*kwijX	*kʷruʔ	居洧	見旨	s	III	h	幽	A						
11	X GUǏ {夗>口}簋	166	6f	50	寶	bǎo	*paw'	*pūʔ	博抱	幫晧	s	I	k	幽	A	III	xxxxxxx 	A	子=孫= 其永寶 A ！	"Mögen Kindeskin-der und Enkelsenkel sie ewiglich wertschätzen!"""	
12	ZÈ LÌNG GUǏ 夨令簋	167-8		(1-47)																	
12	ZÈ LÌNG GUǏ 夨令簋	167-8	6e	55	宧- 丨										?	I	xxxxxxxx	A	[…]令敢揚皇王{宀>一>中>一}（休A），	"""[...] [Ich,] Lìng wage es, den Gnadenerweis der erhabenen Königin (Jiāng) zu preisen,"	
12	ZÈ LÌNG GUǏ 夨令簋	167-8	6e	55	休	xiū	*xjuw	*x( r )u	許尤	曉尤	p	III	k	幽	A						
12	ZÈ LÌNG GUǏ 夨令簋	167-8	6i	59	報	bào	*pawH	*pūs	博耗	幫號	q	I	k	幽	A	II	xxxx	A	丁公文報A 。	die kultivierte Vergeltung des Herzogs Dīng.	
12	ZÈ LÌNG GUǏ 夨令簋	167-8	7d	64	亯	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽 	B	III	xxxxx	B	用{旨+頁}（稽）後人亯（享B），	Was hierdurch [mich,] seinen Nachkommen erreicht, um [von mir] genossen zu werden,	
12	ZÈ LÌNG GUǏ 夨令簋	167-8	7d	64	享	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽 	B						
12	ZÈ LÌNG GUǏ 夨令簋	167-8	7h	68	報	bào	*pawH	*pūs	博耗	幫號	q	I	k	幽	A	IV	xxxx	A	隹（唯）丁公報A 。	ist Herzog Dīngs Vergeltung.	
12	ZÈ LÌNG GUǏ 夨令簋	167-8	8e	75	王	wáng	*hjwang	*waŋ	雨方	云陽	p	III	h	陽	B	V	xxxxxxx	B	令用{來>井}{厂0長}（祈）于皇王B ，	[Ich,] Lìng, ?-stimmte Ruhmeshymnen auf die erhabene Königin an,	
12	ZÈ LÌNG GUǏ 夨令簋	167-8	9a	81	宧- 丨										?	VI	xxxxxx	A	令敢 {厂0長}（祈）皇王{宀>一>中>一}（休A），	[ich,] Lìng wagte es, den Gnadenerweis der erhabenen Königin zu rühmen,	
12	ZÈ LÌNG GUǏ 夨令簋	167-8	9a	81	休	xiū	*xjuw	*x( r )u	許尤	曉尤	p	III	k	幽	A						
12	ZÈ LÌNG GUǏ 夨令簋	167-8	9g	87	𣪘										?	VII	xxxxxx	A	用乍（作）丁公寶𣪘（簋A）。	und ließ deshalb eine wertvolle guǐ-Terrine für Herzog Dīng fertigen.	
12	ZÈ LÌNG GUǏ 夨令簋	167-8	9g	87	簋	guǐ	*kwijX	*kʷruʔ	居洧	見旨	s	III	h	幽	A						
12	ZÈ LÌNG GUǏ 夨令簋	167-8	10b	93	宗	zōng	*tsowng	*tsūŋ	作冬	精冬	p	I	h	冬	b	VIII 	xxxxxx	b	用{阝+尊}（尊）史（事）于皇宗b ！	Verwendet sie, um höflich der erhabenen Stammeslinie zu Diensten zu sein!	
12	ZÈ LÌNG GUǏ 夨令簋	167-8	10g	98	辶+舟 										?	IX	xxxxx	A	用卿（饗）王逆 {辶+舟}（受A）！	Verwendet sie, um die von der Königin bei sich empfangenen (Gäste) zu bewirten!	
12	ZÈ LÌNG GUǏ 夨令簋	167-8	10g	98	受	shòu	*dzyuwX	*duʔ	殖酉	禪有	s	III	k	幽	A						
12	ZÈ LÌNG GUǏ 夨令簋	167-8	11c	102	人	rén	*nyin	*nin	如鄰	日真	p	III	k	真	X	X	xxxx	X	用{厂0{{白>匕}+殳}（匓） 寮（僚）人X！	Verwendet sie, um die Verwaltungsangehörigen zu sättigen!	[...]
12	ZÈ LÌNG GUǏ 夨令簋	167-8	11i	108	寶	bǎo	*pawX	*pūʔ	博抱	幫晧	s	I	k	幽	A	XI	xxxxxx	A	婦、子、後人永寶A！[…]	"Mögen meine Gattin, Kinder und die Nachkommenschaft sie ewiglich wertschätzen! [...]"""	
12	ZÈ LÌNG GUǏ 夨令簋	167-8		(109-110)																	
13	LÌNG DǏNG 令鼎	169-70		(1-56)																	
13	LÌNG DǏNG 令鼎	169-70	7g	60	首	shǒu	*syuwX	*hluʔ	書九	書有	s	III	k	幽	A	I 	xxxx 	A 	[…] 令拜{旨+頁}（稽）首A，	"""[...] [Ich,] Lìng verneigte mich, schlug mein Haupt in Proskynese zu Boden"	
13	LÌNG DǏNG 令鼎	169-70	8c	65	學	xué	*haewk	*ɦkrūk	胡覺	匣覺	r	II	k	覺	a	II 	xxxxx 	a	曰﹕「小[子]  迺學a。」	und sprach: ‘[Ich,] der Jüngling, will mir (den Befehl) nun aneignen.’	
13	LÌNG DǏNG 令鼎	169-70	8h	70	休	xiū	*xjuw	*x( r )u	許尤	曉尤	p	III	k	幽	A	III 	xxxxx 	A	令對揚王休A。	"[Ich,] Lìng preise in Erwiderung den Gnadenerweis des Königs."""	
14	SHÀO YǑU 召卣 II	170		(1-9)															隹（唯）十又二月，初吉，丁卯。	"""Es war im zwölften Monat, (Mondphase) chūjí (beginnende Glückverheißung), (Zyklustag) dīngmǎo. "	
14	SHÀO YǑU 召卣 II	170	2d	13	事	shì	*dzriH	*ɦsrəs	鉏吏	崇止	q	III	k	之	A	I	xxxx	A	{{臼0召}>酉>皿}（召）啟進事A，	[Ich,] Shào trat erstmals in den Dienst ein,	
14	SHÀO YǑU 召卣 II	170	3a	16	事	shì	*dzriH	*ɦsrəs	鉏吏	崇止	q	III	k	之	A	II	xxx	A	{方+{𠂉>止}}（奔）𢔗（走）事 A。	hetzte mich ab für den Dienst.	
14	SHÀO YǑU 召卣 II	170	3e	20	休	xiū	*xjuw	*x( r )u	許尤	曉尤	p	III	k	幽	a	III	xxxx	a	皇辟君休 a，	Der erhabene, souveräne Herrscher zeigte sich gnädig,	
14	SHÀO YǑU 召卣 II	170	5d	31	里	lǐ	*liX	*C-rəʔ	良士	來止	s	III	k	之	A	IV	xxxxxxxxxxx	A	王自{彀-弓+子}事（使）{商-口+貝}（賞）畢土方五十里  A。	[er,] der König, schickte von ?Gu aus [einen Gesandten, der] mich mit Ländereien in Bì im Umfang von 50 Quadratmeilen belohnte.	
14	SHÀO YǑU 召卣 II	170	6c	38	異	yì	*yiH	*ləks	羊吏	以志	q	III	k	職	B	V	xxxxxxx	B	{{臼0召}>酉>皿}（召）弗敢{{臣>壬}+言}（忘）王休異（翼B），	[Ich,] Shào wage es nicht, die königliche Gnade und Obhut zu vergessen	
14	SHÀO YǑU 召卣 II	170	6c	38	翼	yì	*yiK	*ləks	與職	以職	r	III	k	職	B						
14	SHÀO YǑU 召卣 II	170	7b	44	彝	yí	*yij	*ləj	以脂	以脂	p	III	k	脂	b	VI	xxxxxx	b	用乍（作）{生+欠}宮旅彝 b。	und ließ deshalb für den ？-Palast ein repräsentatives Bronzegefäß herstellen.”	
15	SHŪ YǑU 叔卣	171-2	1f	6	周	zhōu	*tsyuw	*tiw	職流	章尤	p	III	k	幽	A	I	xxxxxx	A			
15	SHŪ YǑU 叔卣	171-2	2d	10	叔	shū	*syuwk	*stiwk	式竹	書屋	r	III	h	覺	a	II	xxxx	a			
15	SHŪ YǑU 叔卣	171-2	3a	14	保	bǎo	*pawX	*pūʔ	博抱	幫晧	s	I	k	幽	A	III	xxxx	A			
15	SHŪ YǑU 叔卣	171-2	3e	18	鬯	chàng	*thrangH	*thraŋs	丑亮	徹漾	q	III	k	陽	X	IV	xxxx	X			
15	SHŪ YǑU 叔卣	171-2	4c	22	牛	niú	*ngjuw	*ŋʷə	語求	疑尤	p	III	k	之	α	V	xxxx	a			
15	SHŪ YǑU 叔卣	171-2	5a	27	休	xiū	*xjuw	*x( r )u	許尤	曉尤	p	III	k	幽	A	VI 	xxxxx	A			
15	SHŪ YǑU 叔卣	171-2	5f	32	彝	yí	*yij	*ləj	以脂	以脂	p	III	k	脂	X	VII	xxxxx	X			
16	BÙSHÒU GUǏ 不壽簋	172		(1-12)															隹（唯）九月，初吉，吉戊 戌，王才（在）大宮。	"""Es war im neunten Monat, (Mondphase) chūjí (‘beginnende Glückverheißung’), (Zyklustag) wùxū, die Königin weilte im großen (Ahnen-)Palast."	
16	BÙSHÒU GUǏ 不壽簋	172	3e	17	裘	qiú	*gjuw	*gʷə	巨鳩	群尤	p	III	k	之	a	I	xxxxx	a	王姜易（賜）不{?}（壽）裘 a 。	Königin Jiāng beschenkte [mich,] Bùchóu mit einem Pelz.	
16	BÙSHÒU GUǏ 不壽簋	172	4c	21	休	xiū	*xjuw	*x( r )u	許尤	曉尤	p	III	k	幽	A	II	xxxx	A	對揚王休 A ，	Ich erwidere den Gnadenerweis der Königin	
16	BÙSHÒU GUǏ 不壽簋	172	4f	24	寶	bǎo	*pawX	*pūʔ	博抱	幫晧	s	I	k	幽	A	III	xxx	A	用乍（作）寶 A 。	"und lasse hiermit ein wertvolles [Gefäß] fertigen."""	
17	BÓ X ZUÒ GŌNG SHŪ DǏNG 伯{阝+{人>人}}作宮叔鼎	173		(1-11)															白（伯）{阝+{人>人}}}乍（作）氒（厥）文考宮弔（叔）寶彝。	"""[Ich,] (Ältester →) Fürst ? ließ für meinen kultivierten Vater selig Gōngshū ein wertvolles (Präsentations)opfergefäß herstellen."	
17	BÓ X ZUÒ GŌNG SHŪ DǏNG 伯{阝+{人>人}}作宮叔鼎	173	3e	15	福	fú	*pjuwk	*pək	方六	非屋	r	III	h	職	A	I	xxxx	A	用匄永福 A！	Verwendet es, um um ewiges Glück zu beten!	
17	BÓ X ZUÒ GŌNG SHŪ DǏNG 伯{阝+{人>人}}作宮叔鼎	173	4e	22	寶	bǎo	*pawX	*pūʔ	博抱	幫晧	s	I	k	幽	A	II	xxxxxxx 	A	子=孫=其永寶 A ！	"Mögen Kindeskinder und Enkelsenkel es ewiglich wertschätzen!"""	
18	WÈI ZUÒ JǏZHŌNG DǏNG 衛作己中鼎	174		(1-11)															衛肇乍（作）氒（厥）文考己中寶 {將>鼎}鼎。	"""[Ich,] Wèi ließ erstmals für meinen kultivierten Vater selig Jǐzhōng einen wertvollen Präsentationsopfer-dǐng-Dreifuß fertigen."	
18	WÈI ZUÒ JǏZHŌNG DǏNG 衛作己中鼎	174	3c	14	壽	shòu	*dzyuwX	*duʔ	殖酉	禪有	s	III	k	幽	A	I	xxx	A	用{十>艹>大>十}（祓）壽 A ，	Verwendet ihn bei Abwehrbitten um ein langes Leben	
18	WÈI ZUÒ JǏZHŌNG DǏNG 衛作己中鼎	174	3f	17	福	fú	*pjuwk	*pək	方六	非屋	r	III	h	職	α	II	xxx	a	匄永福 a ，	und um um ewiges Glück zu beten;	
18	WÈI ZUÒ JǏZHŌNG DǏNG 衛作己中鼎	174	5b	25	人	rén	*nyin	*nin	如鄰	日真	p	III	k	真	X	III	xxxxxxxx	X	乃卿（饗）王出入（納）、事人X，	und auch um (die, die für den König Befehle herein- und heraustragen →) des Königs Emissäre und Dienstleute zu bewirten,	
18	WÈI ZUÒ JǏZHŌNG DǏNG 衛作己中鼎	174	6a	29	友	yǒu	*hjuwX	*wəʔ	云久	云有	s	III	k	之	a	IV	xxxx	a	眔多朋友a！	sowie die Scharen seiner männlichen Nahund Fernverwandten!	
18	WÈI ZUÒ JǏZHŌNG DǏNG 衛作己中鼎	174	6e	33	寶	bǎo	*pawX	*pūʔ	博抱	幫晧	s	I	k	幽	A	V	xxxx	A	子=孫=永寶A！	"Mögen Kindeskinder und Enkelsenkel ihn ewiglich wertschätzen!"""	
19	NÍNG GUǏ (GÀI) 寧簋（蓋）	175	2b	8	𣪘										?	I	xxxxxxxx	A	寧肇諆（其）乍（作）乙考{阝+尊}（尊）簋 A 。	"""[Ich,] Níng ließ erstmals für meinen Vater selig Yǐ eine ehrwürdige guǐ-Terrine fertigen."	
19	NÍNG GUǏ (GÀI) 寧簋（蓋）	175	2b	8	簋	guǐ	*kwijX	*kʷruʔ	居洧	見旨	s	III	h	幽	A						
19	NÍNG GUǏ (GÀI) 寧簋（蓋）	175	3b	13	神	shén	*zyin	*mlin	食鄰	船真	p	III	k	真	X	II	xxxxx	X	其用各（格）百神 X ！	Möge man sie verwenden, um die hundert Geister (kommen zu machen →) herbeizurufen!	
19	NÍNG GUǏ (GÀI) 寧簋（蓋）	175	4a	17	福	fú	*pjuwk	*pək	方六	非屋	r	III	h	職	a	III	xxxx	a	用妥多福  a ！	Möge man sie verwenden, damit sie (die Geister) (herablassen →) mich mit vielfältigem Glück erquicken!	
19	NÍNG GUǏ (GÀI) 寧簋（蓋）	175	4e	21	寶	bǎo	*pawX	*pūʔ	博抱	幫晧	s	I	k	幽	A	IV	xxxx	A	世孫子寶 A！	"Durch die Generationen hindurch mögen die Enkel und Kinder sie (die Terrine) wertschätzen!"""	
20	JIǍ HÉ 甲盉	175		(1-5)															甲乍（作）寶{阝+尊}（尊）彝。	"""[Ich,] Jiǎ ließ ein wertvolles, ehrwürdiges Bronzegefäß fertigen."	
20	JIǍ HÉ 甲盉	175	2c	8	年	nián	*nen	*nīn	奴顛	泥先	p	IV	k	真	A	I	xxx	A	其萬年 A ，	Auf daß es Myriaden von Jahren bestehen bleibe,	
20	JIǍ HÉ 甲盉	175	2g	11	賓	bīn	*pjin	*pin	必鄰	幫真	p	III	k	真	A	II	xxx	A	用卿（饗）賓  A ！	"damit ihr es ver-wendet, um Gäste zu bewirten."""	
21	ĚR ZŪN 耳尊	176		(1-9)															隹（唯）六月，初吉，辰才（在）辛卯。	Es war im sechsten Monat, (Mondphase) chūjí (‘beginnende Glück-verheißung’), die Merkur-Konstellation befand sich auf dem (Zyklustag) xīnmǎo.	
21	ĚR ZŪN 耳尊	176	2f	14	宀>{{刀>昆>土}+由}										?	I	xxxxx	A	侯各（格）于耳{宀>{{鹿>土}+由}}（休 A）。	Der Markgraf traf zum Gnadenerweis für [mich,] Ĕr ein.	
21	ĚR ZŪN 耳尊	176	2f	14	休	xiū	*xjuw	*x( r )u	許尤	曉尤	p	III	k	幽	A						
21	ĚR ZŪN 耳尊	176	3b	18	耳	ěr	*nyiX	*nəʔ	而止	日止	s	III	k	之	B	II	xxxx	B	侯休于耳B， 	Der Markgraf erwies sich [mir,] Ĕr gnädig	
21	ĚR ZŪN 耳尊	176	3f	22	家	jiā	*kae	*krā	古牙	見麻	p	II	k	魚	b	III	xxxx	b	易（賜）臣十家 b 。	beschenkte mich mit zehn Lakaienfamilien.	
21	ĚR ZŪN 耳尊	176	4d	29	休	xiū	*xjuw	*x( r )u	許尤	曉尤	p	III	k	幽	A	IV	xxxxxxx	A	image師耳對揚侯休 A ，	[Ich,] X-Heerführer [Ich,] Ĕr, peise in Erwiderung die Gnade des Markgrafen	
21	ĚR ZŪN 耳尊	176	5d	36	彝	yí	*yij	*ləj	以脂	以脂	p	III	k	脂	X	V	xxxxxxx	X	肇乍（作）京公寶{阝+尊}（尊）彝 X 。	und lasse erstmals für den Herzog von Jīng ein wertvolles, ehrwürdiges Bronzegefäß fertigen. Mögen die Enkel	
21	ĚR ZŪN 耳尊	176	6a	41	寶	bǎo	*pawX	*pūʔ	博抱	幫晧	s	I	k	幽	A	VI	xxxxx	A	京公孫子寶 A！	Söhne des Herzogs von Jīng eswertschätzen.	
21	ĚR ZŪN 耳尊	176	6f	46	考	kǎo	*khawX	*khūʔ	苦浩	溪晧	s	I	k	幽	A	VII	xxxxx	A	侯萬年壽考 A、	Möge der Markgraf Myriaden von Jahren währende Langlebigkeit	
21	ĚR ZŪN 耳尊	176	7a	48	耇	gǒu	*kuwX	*k( r )ōʔ	古厚	見厚	s	I	k	侯	a	VIII	xx	a	黃耇 a ！	und (Gelbhaarigkeit →) Seniorität erlangen!	
21	ĚR ZŪN 耳尊	176	7e	52	休	xiū	*xjuw	*x( r )u	許尤	曉尤	p	III	k	幽	A	IX	xxxx	A	耳日受休 A ！	"Auf daß [mir,] Ĕr tagtäglich Gnade zuteil wer-de!"""	
22	X DǏNG {艹>兩>虫}鼎	179		(1-13)															隹（唯）三月，初吉。{{滿-水}>虫}來遘（覯）于妊氏。	"""Es war im dritten Monat, (Mondphase) chūjí (‘beginnende Glück-verheißung’). [Ich,] ?Jian kam, um von der Klansdame von Rèn getroffen zu werden."	
22	X DǏNG {艹>兩>虫}鼎	179	3c	19	家	jiā	*kae	*krā	古牙	見麻		II	k	魚	A	I	xxxxxx	A	妊氏令{{滿-水}>虫}﹕「事（使）（{人+{王>呆}}）保 氒（厥）家 A。」	Die Klansdame von Rèn befahl [mir,] ?Jian: Ich beauftrage dich, meine Familie zu beschützen.	
22	X DǏNG {艹>兩>虫}鼎	179	4b	26	家	jiā	*kae	*krā	古牙	見麻		II	k	魚	A	II	xxxxxxx	A	因付氒（厥） 且（祖）僕二家 A。	Daher übergab sie mir zwei Knechtsfamilien ihrer Sippe.	
22	X DǏNG {艹>兩>虫}鼎	179	4g	30	首	shǒu	*syuwX	*hluʔ	書九	書有		III	k	幽	B	III	xxxx	B	{{滿-水}>虫}拜{旨+頁}（稽）首 B	[Ich,] ?Jian verneigte mich, schlug mein Haupt in Proskynese zu Boden	
22	X DǏNG {艹>兩>虫}鼎	179	5b	32	休	xiū	*xjuw	*x( r )u	許尤	曉尤		III	k	幽	B	IV	xx	B	曰﹕「休 B，	und sprach:	
22	X DǏNG {艹>兩>虫}鼎	179	5e	35	君	jūn	*kjun	*kun	舉云	見文		III	h	文	C	V	xxx	C	朕皇君 C，	Meine erhabene Herrscherin,	
22	X DǏNG {艹>兩>虫}鼎	179	6a	40	臣	chén	*dzyin	*gin	植鄰	禪真		III	k	真	c	VI	xxxxx	c	弗 {酉+{臣>壬}（忘）氒（厥）寶 臣 c！」	Ihr habt es nicht vergessen, euren Lakaien für wert zu befinden!	
22	X DǏNG {艹>兩>虫}鼎	179	6g	46	尊	zūn	*tswon	*tsūn	祖昆	精魂		I	h	文	C	VII	xxxxxx	C	對揚，用乍（作）寶{阝+尊}（尊 C）。	"In Erwiderung preisend lasse ich hiermit diese wertvolle Opferbronze herstellen."""	
23	YÙ GUǏ 遹簋	180		(1-32)																	
23	YÙ GUǏ 遹簋	180	4g	36	首	shǒu	*syuwX	*hluʔ	書九	書有	s	III	k	幽	A	I	xxxx	A			
23	YÙ GUǏ 遹簋	180	5e	43	休	xiū	*xjuw	*x( r )u	許尤	曉尤	p	III	k	幽	A	II	xxxxxxx	A			
23	YÙ GUǏ 遹簋	180	6c	51	彝	yí	*yij	*ləj	以脂	以脂	p	III	k	脂	X	III	xxxxxxx	X			
23	YÙ GUǏ 遹簋	180	6j	58	寶	bǎo	*pawX	*pūʔ	博抱	幫晧	s	I	k	幽	A	IV	xxxxxxx	A			
24	BĀN GUǏ 班簋	180-182		(1-10)															隹（唯）八月，初吉，才（在）宗周，甲戌。	"""Es war im achten Monat, (Mondphase) chūjí (‘beginnende Glückverheißung’), in Stamm-Zhōu, (Zyklustag) jiǎxū."	
24	BĀN GUǏ 班簋	180-182	2i	19	服	fú	*bjuwk	*bək	房六	夆屋	r	III	h	職	A	I	xxxxxxxxx	A	王令毛白（伯）更{{爫>寸}+虎}{{亠>昌>日>十}+成}（成）公服 A ，	Der König befahl [mir,] dem (Ältesten →) Fürst Máo, Herzog Chéng von Guó im Dienst abzulösen,	
24	BĀN GUǏ 班簋	180-182	3b	22	立	lì	*lip	*grə/up	力入	來緝	r	III	k	隶	X	II	xxx	a	{{由+由}>丂}（屏）王立（位X），	(der darin bestand,) den Sitz des Königs abzuschirmen,	
24	BĀN GUǏ 班簋	180-182	3b	22	位	wèi	*hwijH	*(w)rəps	于愧	云至	q	III	k	隶	x						
24	BĀN GUǏ 班簋	180-182	3f	26	亟	jí	*kik	*k( r )ək	紀力	見職	r	III	k	職	A	III	xxxx	A	乍（作）亖（四）方亟 A，	zum (Himmelsfirst →) Vorbild für die vier Himmelsgegenden zu werden	
24	BĀN GUǏ 班簋	180-182	3j	30	巢	cháo	*dzraew	*dzrāw	鉏交	崇肴	p	II	k	豪	X	IV	xxxx	X	秉{每+系}（繁）、蜀、巢 X 。	und (die Verwaltung von) Fán, Shǔ und Cháo in die Hand zu nehmen.	
24	BĀN GUǏ 班簋	180-182	4d	34	勒>金										?	V	xxxx	A	令易（賜）鈴{勒>金} A。	Er befahl, daß ich mit Geschirrglöckchen und Zaumzeug beschenkt werde.	
24	BĀN GUǏ 班簋	180-182	4d	34	勒	lè	*lok	*C-rə̄k	盧則	來德	r	I	k	職	A						
24	BĀN GUǏ 班簋	180-182	4i	39	公	gōng	*kuwng	*kōŋ	古紅	見東	p	I	h	東	B	VI	xxxxx	B	咸，王令毛公 B，	Danach befahl er [mir,] dem Herzog von Máo,	
24	BĀN GUǏ 班簋	180-182	6b	50	戎	róng	*nyuwng	*nuŋ	如融	日東	p	III	h	冬	b	VII	xxxxxxxxxxx 	b	𠂤 （以）邦冢君、土（徒）、{馬+{乍>又}（馭）、戜人伐東或（國）㾶戎  b 。	mit den hochrangigsten Herrschern der [Teil]staaten, der Infanterie, den Wagenlenkern und den Versorgungstruppen die kriegerischen Huá in den östlichen Grenzländern anzugreifen.	
